number,short_description,close_notes,description
INC1049772,Delivery [5/26] - Order new laptop (3004463267),rec'd laptop & power cord 5/22/17; docking station rec'd  5/30/17,"Please order:

HP 840 i7, 256gb SSD, 8 gb memory with ultra docking station and 3 yr warranty = $1,220.

For Tammy Bimer, Office of Budget & Planning, shortcode: 153160"
INC1059751,Windows 10 Rebuild Request,"Your machine has been upgraded to Windows 10. If you run into any issues, please submit a new ticket.",I am  MiWorkspace Windows Beta Tester and interested in upgrading to Windows 10 as a tester for our group. - Contact user by Email
INC1042064,New Macbook - Jennifer Blesh,"Hi Jennifer,
   Other then activating the ethernet port, you should be all set.  If you have any questions regarding various adapters that you need, feel free to stop in and we can talk about them.  I will let you know when the ethernet port gets switched to the correct VLAN, so that you will have wired ethernet.  I have another ticket into UMNET who handles those requests.

If you have any questions, need additional software or any of the like, please let me know.

Thanks!

Steve",A time needs to be setup with Jennifer for data transfer and a Day 1 with the new Macbook refresh.
INC1047917,DELIVERY - [5/25] The computer will no longer display anything.,"Hi Helaine,
   Glad the display looks a bit better after switching it to DVI and you get a copy of your bookmarks on your U:\.  Once you have downloaded the file from the U:\, you go into the bookmark manager and import that file.  If you need help, just let me know and I'll come work on it with you.

Otherwise, have a great day!

Thanks,

Steve",The computer will no longer display anything.
INC1048064,MWS Refresh Deployment - UHS - For User dstegink,"Deployed new machine, keyboard and mouse. Updated SAMwise record. Updated CI information for both old and new machines.

Keith Bradley - Neighborhood IT","Please update the caller information for this ticket to the user or managing user of the machine being refreshed.
Please also update the location to the actual area of the deployment. This is for tracking purposes.

Please complete refresh activities for the following user and machine as instructed in your unit.
Username: Stegink, Dorene  (dstegink)
Old Serial Number: BMD10R1
New Serial Number: 2UA7042177

Please update this ticket with any extras received, deployed, or removed along with the machine. (i.e. monitors, docks, peripherals)

Once new hardware is in place, complete the Day One checklist in Samwise: https://miwsapps.miserver.it.umich.edu/samwise/

Once complete, update Service Link records for both new and old hardware and close this ticket."
INC1059703,remote connection to test machines,,"Hello,
 UmichITAM has a couple of test machines which I'd like to remotely
access.  They are located in 2190 ALB3 which is on a super secure network
for SWLD.

 I've turned on remote access but am unable to successfully connect to
itam-testwin7b or itam-testwin10.

 I'd appreciate some assistance with this, please.  Thanks!
-Danielle

~~~~~~~~~~~~~~~~~~~~~~~~~
Danielle Thompson, CSAM
Software Life Cycle Analyst Senior
University of Michigan - UmichITAM

Please direct all software licensing correspondence to
UmichITAM-Help@umich.edu





*�Happiness is a product of our pursuits not necessarily the pursuit of
happiness per se, but the pursuit of other things that make life worth
living.� �Other people matter.  Period.� -Dr. Chris Peterson*"
INC1063374,Pick up Machine for Wipe,Picked up the machine from Aletha and have worked with Catherine to sanitize it. Inventory has been updated to reflect new status.,"Catherine Lilly is purchasing machine from University.  Machine is in room 5026 care of Aletha.

User is actively using the machine and would like this sooner rather than later.  "
INC1058519,Computer Freezing and Blue Screening 5046-46,"Jeanne was unable to access attachments from M-pathways due to chrome blocking popups from that site. Allowed all popups from the site and now it is functioning well.

Jeanne,

Please don't hesitate to reach out to us if you have any further trouble.

Thanks,
Chase","I am sending this ticket on behalf of Jeanne Haney, whose computer, over the last few weeks, becoming more frequent, has been crashing and/or freezing completely.  She will be sitting at someone else's computer, and can be reached via e-mail at jhaney@umich.edu. - Contact user by Email"
INC1059834,New Temp user computer request,"Hi Joyce,

I have just deployed a computer for Brenda Byrd at 6000-07 along with two monitors, keyboard and mouse.

Edwin Tang
Neighborhood IT","Good morning,

Please pass along to MyNeighborhood IT.  Brenda Byrd (bjbyrd) will be
returning to Student Loan Collections as a temp on June 1.  She will need a
computer, and she should mirror Nina Wiggins. 6000-07.

She will not need the miworkspace day one orientation.

Thank you,

Joyce
_____________________________________
Joyce L. Roberts
Administrative Assistant Senior
Financial Operations - Administrative Services
6000 Wolverine Tower 1287
P 734-764-4284  F 734-647-3804
E-mail: joycerob@umich.edu"
INC1055245,MWS Refresh Deployment - School of Education - For User tbgolden,"Hi Tim,

We deployed your new Mac this morning and transferred the small amount of data you had on your old Widows machine. We installed your printers and got you setup on MWireless. You should be al set. If you have any issues, just let me know! Talk to you later!

Theo Tangalakis
ITS MiWorkspace","Please update the caller information for this ticket to the user or managing user of the machine being refreshed.
Please also update the location to the actual area of the deployment. This is for tracking purposes.

Please complete refresh activities for the following user and machine as instructed in your unit.
Username: Golden, Timothy  (tbgolden)
Old Serial Number: CNU413C51V
New Serial Number: C02TM0DUG8WL

Please update this ticket with any extras received, deployed, or removed along with the machine. (i.e. monitors, docks, peripherals)

Once new hardware is in place, complete the Day One checklist in Samwise: https://miwsapps.miserver.it.umich.edu/samwise/

Once complete, update Service Link records for both new and old hardware and close this ticket."
INC1060692,"Collect old computer, prepare for Dispo","Jacob,
I picked up your old computer and it has be marked for disposal.

--Jeff","In and email from Jacob:
The old iMac is ready for disposal whenever you'd like to pick it up."
INC1063360,move hard drive below desk,"Hi Claire,

I'm just now closing out our ticket regarding moving your machine. Once again, I'm sorry we couldn't get things setup exactly how you had hoped but I think the way we tackled this project will still give you ample desk space. While I'm writing you this closing note I should also mention that your cable management skills may beat my own ( and I very much appreciate your willingness to take care of that yourself). 

Thank you!

Chris Bell
NIT Central 5","Hello there,
When Chris has a minute, could you ask him to swing by? I'd like my hard
drive moved to below my desk (rather than on top of it.)

Thanks,
Claire

-- 

*Claire Hughes* | Alumni Relations and Development Dept.
School of Social Work - University of Michigan
1080 South University
?
| Ann Arbor, Michigan 48109


office 734.647.6586 | cell 734-904-1910 | clhughes@umich.edu"
INC1060897,FW: replacement schedule for computer?,"Hi Glen.
this computer is not due for replacement. the warranty is valid until 2019. 
we can re-image the machine if we need to . 
please let us know if we can do anything else.
Thank you
Gary Evans","Good morning,

Back in March, a co-worker named Alisa Maiville accepted a promotion and transitioned to another department here at the UMSN. The computer that she was using here at her old desk in the 4170 suite is still here. This computer will likely need to be replaced before a new employee is assigned to sit at that desk (and we are hoping to have this new hire fairly soon). Has this replacement been scheduled yet? And if so, when is it scheduled to take place?

Thank you,

Glen Marian
Executive Secretary to Dr. Marita Titler, PhD, RN, FAAN 
Department of Systems, Populations and Leadership 
School of Nursing | University of Michigan
400 N. Ingalls, Suite 4170
Ann Arbor, MI 48109-5482
glenbrau@med.umich.edu
(734) 763-1188

-----Original Message-----
From: McCammon Howell, Rhonda 
Sent: Friday, May 26, 2017 10:54 AM
To: Marian, Glen <glenbrau@med.umich.edu>
Subject: replacement schedule for computer?

Hi Glen,

Please look into when the computer at Alisa's old desk is scheduled to be replaced. It may not be for a while, but I would like to know.


Rhonda McCammon Howell
Manager of Faculty Support Services
School of Nursing | University of Michigan
400 North Ingalls, Room 3158
Ann Arbor, MI 48109-5482
umsn-facultyadminsupport@umich.edu
734.936.3170



**********************************************************
Electronic Mail is not secure, may not be read every day, and should not be used for urgent or sensitive issues"
INC1034665,computer moves,"Hi Jamie,
I'm going to go ahead and close this ticket too since I was able to get the machine's moved to where they needed to go. I'll open another ticket in your name for the port activation though!
Thanks,
Jake Peer
Neighborhood ITS
Central 2","Hello-

Please forward to NIT.

Hi NIT-

Several staff are changing offices on Friday 5/26 (about 6).  Can someone
from NIT come to CEW at 3:30 on 5/24 to help disconnect computer and put
them our large conference room until moving is trucking is completed with
the moves on 5/26?

On 5/26, can one NIT staff come back around 11 am to help reinstall these
computers in the new office locations? At least 3 of the staff moving will
receive standing desk converters once the move is complete and will need
monitors attached to the Ergotron standing desk converter.

Jamie
-----------------------------------------------
*Jamie Zawistowski, MBA* | Business Administrator
CEW | University of Michigan | 330 East Liberty | Ann Arbor, MI 48104-2274
tel: 734.764.7218 <734.764.6360> | fax: 734.998.6203 | *www.cew.umich.edu
<http://www.cew.umich.edu/> *[image: Facebook]
<https://www.facebook.com/pages/UM-Center-for-the-Education-of-Women/112501145249?ref=mf>
 [image: Twitter] <https://twitter.com/CEWatUM>



CEW advances diversity and inclusion at the University of Michigan by
serving as
a resource, voice, and advocate to empower women and nontraditional
students.
*Please consider donating to CEW
<https://leadersandbest.umich.edu/find/#!/good/cew>.*"
INC1059909,Replacing battery for computer,Battery came in and has been placed into M-CNU343C1L0,INC1059896 is asking Tech Repair if they can replace battery.
INC1041621,New iMac - Allen Burton,The new computer has been set up.,A time needs to be setup with Allen for data transfer and a Day 1 with the new iMac refresh.
INC1062625,"Reserving laptop on Wednesday, May 31",This has been completed.,"Hi there,

I'd like to reserve a laptop for tomorrow (Wed, May 31) from 8:30-11:30am.

Thank you,
Sonia

-- 
Sonia Joshi
Program Manager
*Pronouns: she, her, hers*
Office of Diversity, Equity and Inclusion (DEI)
School of Natural Resources and Environment <http://www.snre.umich.edu>
 (SNRE) <http://snre.umich.edu>
University of Michigan
440 Church St.   Ann Arbor, MI 48109
Phone: 734-936-0900"
INC1019876,3PM Delivery (4/12) - Loaner Equipment Needed,"Sean,

Your Windows 10 loaner computer has been provided and appears to be in good working order. Let me know if you encounter any issues, or call 4-HELP.

Kathy Bovenschen
Neighborhood IT ~ Central Campus 5
MiWorkspace","Sean Fritz (sefritz) of Financial Operations Student Business Operations needs a loaner Windows desktop to use while his assigned computer is being reimaged.

It should have Windows 10 operating system and an ""euc-build-fin-sfs"" build; please copy the software profile of his current machine M-2UA5422B4Z.

He would like to have the loaner by Thursday, April 13, if possible. Deliver to Kathy Bovenschen at NIT office in 246 Student Activities."
INC1056925,Equipment Move,"Hi Doris:

I installed an adjustable display at your new location.
..................
If you need further assistance please feel free to contact us.
Thank you!

Keith Bradley
Neighborhood IT","I will be moving on June 1, 2017 from the 1st floor  Med 1 Clinic to Women Health located on the 3rd floor here at UHS. I would like to move my monitor that is adjustable move to the clinic. It would need to be there on June 1, 2017 about 7:30 am before the clinic open. Could you please schedule to have my adjustable monitor moved to women health. That you. - Contact user by Email"
INC1063238,"Request for Laptop and Computer Monitor, plus connection between laptop and monitor","HI Aubrey, 
I'm sorry you haven't received the expected service you'd requested. 
I found your previous ticket of INC1058658 and have placed a work note in it to have the one of the assignees contact you at 734-763-9004 to obtain the shortcode. Hopefully you'll hear from them today. 

Thanks, Kari ","Hello,

I requested this 7 days ago and the only response I received was someone
wanting a shortcode. I told them to call me and I would provide the
shortcode; however, I won't supply the shortcode over an open email like
4help, but there has been no contact. Can you please confirm that I have
these items reserved and that I will get them on June 20th?

*I would like to reserve a laptop (plus power cord) and computer monitor
(plus connection that allows for communication between laptop and monitor),
for Tuesday June 20 through Wed June 28. We would like to use this for a
tabling event on the Michigan Diag, the Staff Bicentennial Event.*

*The materials will be kept in a safe place, office G110 in the Dana
Building, and locked when we are not using them.*

Thank you,
Aubrey
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
*Aubrey Rain Lashaway*
Laboratory Research Associate/Outreach & Communications Specialist
School of Natural Resources and Environment
Cooperative Institute for Great Lakes Research
University of Michigan | 440 Church Street | 1556 & G110 Dana Building
Ann Arbor, MI 48109-1041
734-763-9004
aubrain@umich.edu"
INC1061193,Tablet sign in problems,"Sheila,

The surfacebook should be all set to go now. I had to reset some settings and re-apply the pin for the recsports account. I left the surfacebook on your desk around 10:30.

Please let me know if you have any questions!

Thanks,

-Kevin

Neighborhood IT","One of our tablets is not allowing us to enter our password. It says the
sign in option has been locked for security reasons.

I'm only in my office in the CCRB until about 4 pm today, but will be back
on Tues morning.

*Sheila Calhoun*Program Manager
Recreational Sports <http://recsports.umich.edu/>
University of Michigan
734.764.8436

*Do the best you can *
*until you know better.*
*Then when you know *
*better, do better.*
*~Maya Angelou*"
INC1037118,New iMac for Dr. Marcus Luiz,"Hello,

I hope the new machine is working fine for you. Let me know if I can be of any help. 


Thanks,

Morgan Grafstein
NIT Central 3","Hi I need a monitor and keyboard for my fellow Dr Marcus Luiz in 3571 who has the HP laptop I previously ordered


Amy Barton Pai, PharmD, BCPS, FASN, FCCP, FNKF
Associate Professor of Pharmacy
Department of Clinical Pharmacy
University of Michigan
College of Pharmacy
428 Church Street
Office: 3056 Pharm
Lab: 3061 Pharm
Ann Arbor, MI 48109
(734) 647-0005
https://www.researchgate.net/profile/Amy_Pai
https://pharmacy.umich.edu/barton-pai-lab
https://pharmacy.umich.edu/people/amypai

**********************************************************
Electronic Mail is not secure, may not be read every day, and should not be used for urgent or sensitive issues"
INC1063295,Replace Ethernet cord for ECG cart,"Dorene,

I replaced the bed Ethernet cable with a new 14ft cable. This should resolve your issues with the old cable.

If you need anything else, please let us know.
Thank you,
-Bruce O'Brien
NIT Central 3 
University Health Services (UHS)",10' cord
INC1050332,DELIVERY - [5/25] Bad hard drive unable to build...,"Machine is going back in FinOps inventory.  All set.

     -=- Jim j. Zemina (aka - Dr. Z)   \   Neighborhood IT   \   tel: 734.647.3772","Tried to build, but diagnostics come back with bad (unknown) hard drive.

Thanx.

     -=- Jim j. Zemina (aka - Dr. Z)   \   Neighborhood IT   \   tel: 734.647.3772"
INC1063230,Computer is taking A Very Long Time to Login,"
Meg,

I'm glad I was able to help resolve your login issues this morning.  If you have any further questions or concerns regarding this request please let us know so we can offer further assistance, and if you have any other issues in the future, please don't hesitate to reach out the ITS Service Center again.

Best,
-Peter Schwankl
Neighborhood IT","Caller reports system is taking quite a while on ""Applying User Settings"""
INC1063271,"Pick up non-working 17"" fat boarder monitor from CSSB",This was picked up.,"Hello Depot,
We have a 17"" monitor that can go to property dispo.
Please use shortcode: 950976
It is ready for pick up off of Jody Sherwin's desk in CSSB 2510.
Thanks,
-James"
INC1061870,"Please schedule a time to remove a Dell tower cpu/keyboard and monitor.  The monitor is mounted to an arm, let me know if you want me to unscrew.","Hi Beth,

We have removed the specified equipment and sent it to Depot/Property. Please let us know if you need anything else. 

Thanks,

Jason Westbrook
ITS - NIT CC 3",
INC1063174,Booting to hardware diagnostics,"Hi Brigitte,

I'm glad I was able to take a look at the hard drive issue today with your machine and I'm even more glad I was able to fix it. If you have any further questions or concerns, or if the issue returns, please feel free to respond back to this message and the ticket will re-open.

Sincerely,

Trevor Borkin","Has started the diagnostics 

31452"
INC1059806,disk is almost full warning,"Met with Rebecca and inspected computer in person.

Found permissions issue with files on desktop and download folders preventing deletion of un-needed files.

fixed permissions issue, ran periodic maintenance and then deleted about 30 GB of files...

Issue resolved.

Done!","-- 

*REBECCA LOWENSTEIN*
ACCOUNT SUPERVISOR
MICHIGAN CREATIVE - UNIVERSITY OF MICHIGAN
www.creative.umich.edu | 734.647.5778"
INC1063192,Computer Not Responding During System Resume,"
Linda,

I'm glad we got your computer up and running.  If you have any further questions or concerns regarding this request please let us know so we can offer further assistance, and if you have any other issues in the future, please don't hesitate to reach out the ITS Service Center again.

Best,
-Peter Schwankl
Neighborhood IT",Caller is getting a message that system resume failed.  Keyboard unresponsive.
INC1058924,Computer Will Not Install Windows Update,"Jennifer,

It was good to meet you today! I installed your rebuilt computer, and I completed a MiWorkspace Windows 7 Orientation. Have a good computing day!

If you have any other questions or require additional assistance, please contact the ITS Service Center by phone at (734)764-4-HELP (4-4357), by chat at https://chatsupport.it.umich.edu/ or by email at 4help@umich.edu.


Marcus Hunt","While working on the computer (M-2UA5232DKX/MIWS0012407), I discovered Windows Updates will not install. I will backup Jennifer's user profile, rebuild the computer, and restore the backup on the rebuilt computer."
INC1055235,MWS Refresh Deployment - School of Education - For User dpeurach,"Hi Don,

That's great! I'll resolve this ticket as you are seemingly all set. If something arises, just let us know. Have a great day!

Theo Tangalakis
ITS MIWorkspace","Please update the caller information for this ticket to the user or managing user of the machine being refreshed.
Please also update the location to the actual area of the deployment. This is for tracking purposes.

Please complete refresh activities for the following user and machine as instructed in your unit.
Username: Peurach, Donald  (dpeurach)
Old Serial Number: C02MG12WFD58
New Serial Number: C02TM0DVG8WL

Please update this ticket with any extras received, deployed, or removed along with the machine. (i.e. monitors, docks, peripherals)

Once new hardware is in place, complete the Day One checklist in Samwise: https://miwsapps.miserver.it.umich.edu/samwise/

Once complete, update Service Link records for both new and old hardware and close this ticket."
INC1022314,"Problems with Direct Access: getting message that DA requires user action, cannot click on Use Local DNS","No response from user.

Maria,

If you are still having an issue with Direct Access, please respond to this ticket and we will take the appropriate steps to solve the problem for you,
","MIWS0009977 - Problems with Direct Access - getting message that DA requires user action, cannot click on Use Local DNS

*Customer will not be in the office until May"
INC0991090,Apple TV & TruTouch device,"Hi Ron,

I am moving closing this ticket, this was a reopen (this was closed for over a month)  and I am still trying to resolve this, so I opened a new ticket INC1063149, and will have an update soon. 

Thank you

Daniel Green
NIT South 2","We just received a TruTouch screen in our meeting room and it has an onboard computer. The computer is currently just installed with Windows 10, but we are going to need a BF standard image installed on it. We also have had Apple TV boxes installed in two of our training rooms and they will need to be configured to work on the network.  - Contact user by Email"
INC1057461,Laptop for SNRE Supervisor's Group Meeting,The loaner was picked up and brought back.,"Hello,Kela McClure would like reserve a laptop for a meeting in Dana 1046 on
Friday, 5/26, from 11:30am to 2:00pm.Thanks,Lindsay
---  Lindsay K. BrownMaster's Student, Health Informatics, 2018University of
Michigan -- Ann Arbor, MISchools of Public Health & InformationStudent Office
Assistant - SNRE HR"
INC1041118,Please check this 10.10 mac that is not force-updating to the latest build,"Hi David,

I'm going to close this INC out as well. We have another forced update on June 2nd. My suggestion is to update all your Macs beforehand as this will hit our list again.

Thanks!
Theo Tangalakis
ITS MiWorkspace","
This mac:  https://izzy.dsc.umich.edu/systems/10385

Which reports as being in:  School of Education

Apparently did not get the forced-update of the latest Mac OS 10.10 security update and is active within the last 1-3 days.

NOTE ABOUT THIS ONE:   It looks like it has had the force-logout attempted many times in the last 2 days, but the updates have never installed -- you might ask the user to manually install the updates as we can't tell why the force update is not actually starting on this one.


Please check this one out  (or ask the user run Managed Software Center manually) to get it updated.  When updated, it should be running 10.10.5 14F2315    You do not have to upgrade to 10.12 to resolve this issue (but doing so will also resolve it�)

Also, please do not close the ticket until you are sure that the computer is running the current build � in izzy!

Thanks!

- Steve"
INC1061938,PENDING PICK UP 5-31 Please pick up some equipment from UHS NIT Office,The mouse was picked up.,"Hello,

Please pick up the following equipment from UHS/NIT Office: 

Dell 17"" Monitor
Cyberpower UPS
Mac Wireless mouse
Dell Optiplex 3010, serial: GNY8CZ1 

Shortcode for credit: 948330


Also please pick up Depot Loaner: MIWS011620 "
INC0964939,NIT South 1 Inventory Discrepancy - 2UA50610G4,"This computer and its location are now correctly assigned to its user, Jack Schleick.
-Dennis","During a weekly inventory check, this machine was not scanned in the stockroom but ServiceLink reported it as being there.

ACTION: Please locate the machine and update its location and state from the Asset screen

See this document for strategies pertaining to finding lost or missing machines
https://docs.google.com/document/d/1qmwT6MjI952_sQqIYwk5B-2tCNLBdwK_XRsYQdelryg/edit?usp=sharing"
INC0964955,NIT South 1 Inventory Discrepancy - 5CG7035VS9,"This computer and its location are now correctly assigned to its user, Jason Welch.
-Dennis","During a weekly inventory check, this machine was not scanned in the stockroom but ServiceLink reported it as being there.

ACTION: Please locate the machine and update its location and state from the Asset screen

See this document for strategies pertaining to finding lost or missing machines
https://docs.google.com/document/d/1qmwT6MjI952_sQqIYwk5B-2tCNLBdwK_XRsYQdelryg/edit?usp=sharing"
INC0964953,NIT South 1 Inventory Discrepancy - 5CG7035VSM,"This computer and its location are now correctly assigned to its user, Sharon Aksamit.
-Dennis","During a weekly inventory check, this machine was not scanned in the stockroom but ServiceLink reported it as being there.

ACTION: Please locate the machine and update its location and state from the Asset screen

See this document for strategies pertaining to finding lost or missing machines
https://docs.google.com/document/d/1qmwT6MjI952_sQqIYwk5B-2tCNLBdwK_XRsYQdelryg/edit?usp=sharing"
INC0964957,NIT South 1 Inventory Discrepancy - 5CG7035VTF,"This computer and it's location are now correctly assigned to its user: Jean Hazzard.
-Dennis","During a weekly inventory check, this machine was not scanned in the stockroom but ServiceLink reported it as being there.

ACTION: Please locate the machine and update its location and state from the Asset screen

See this document for strategies pertaining to finding lost or missing machines
https://docs.google.com/document/d/1qmwT6MjI952_sQqIYwk5B-2tCNLBdwK_XRsYQdelryg/edit?usp=sharing"
INC0964954,NIT South 1 Inventory Discrepancy - 5CG7035VT3,"This computer is now correctly assigned to Tammy Swickerath, with her location.
-Dennis","During a weekly inventory check, this machine was not scanned in the stockroom but ServiceLink reported it as being there.

ACTION: Please locate the machine and update its location and state from the Asset screen

See this document for strategies pertaining to finding lost or missing machines
https://docs.google.com/document/d/1qmwT6MjI952_sQqIYwk5B-2tCNLBdwK_XRsYQdelryg/edit?usp=sharing"
INC1062402,PENDING PICK UP/DELIVERY 5-30 Pickup loaner from 1600 ALB1 and return to depot stock.,Loaner received and inventoried at the Depot,"MIWS00011159,   M-5CG5172T4L	"
INC1062130,What to do with two Mac Mini's?,"Hello Gretchen,

So I've been told that these particular Mac Mini's were purchased by NCID when they were still with MiWorkspace. However, because they were purchased by the department they still belonged to the department after they left MWS, and even though they have a MiWorkspace tag on them they are property of the department. Theo Tangalakis (tmtangal) told me that he had previously talked about those specific machines with NCID and that they wanted to dispo them because they were old. Sorry for the confusion, if you have any more questions feel free to reach out to me.

Thank you,

Brad Drenckpohl
Neighborhood IT | Central 5
MiWorkspace","I have two mac minis that I believe belong to MiWorkspace.  Do you want them back?

s/n C07HD5VNDJD0 (MIWS0007827)
s/n C07HC5A8DJD0

They were in NCID, but they no longer want them.
-gkk"
INC1062751,Screens not Properly Replicating in Conference Room,The display connections have been re-configured & the machine is now able to duplicate the image.,
INC1058755,Rebuild M-5CG71739KV with Windows 10,"Patrick, let me know when you're finished with your old laptop and I'll pick it up from you.  Additionally, let me know if you need anything for your new laptop.
Bill Ellsworth",Patrick's new machine was built with Windows 7 but he wants Windows 10 instead.
INC1062171,Update Asset Information for Transferred Employees,I have updated the inventory for the locations for John and Jeff. ,"These employees have transferred.

Please update the computer inventory/information:

John Miller moved to M2450 MIWS0006659 LAPTOP
Jeff Treadway to M2850       MIWS0006661 LAPTOP


Regards,



*Richard A. Groves CFM*
HSR Region Manager
Facilities & Operations
BSRB, 109 Zina Pitcher Place-Room 1416, Box 2200
Ann Arbor, Michigan  48109-5670
Phone (734) 763-2638 <%28734%29%20647-2788>
Fax (734) 763-2635 <%28734%29%20763-0299>
ragroves@umich.edu <vschlaff@umich.edu>
website:  http://www.plantops.umich.edu <http://msa.med.umich.edu/fmp>"
INC1007320,"DELIVERY [04/11] - 15"" Apple MacBook Pro with 1 TB and 16 GB RAM for Prof. Stephanie Tharp (3004395542)","Hello Stephanie,

I'm following up on our meeting. I'll go ahead and close the support ticket, but let me know if you are unable to get Time Machine setup.

Thanks,
Neil","Hello,
Please order a 15"" Apple MacBook Pro with 1 TB SSD storage and 16 GB RAM
with Apple Care for Prof. Stephanie Tharp.  I have attached the specs and
the accessories that go with it.   This will have to have Miworkspace
installed and delivered to the Stamps School IT office.  Please send me a
quote for approval and use shortcode 169487 for this order.  Thanks.

Mahendra

-- 
Mahendra Kumar
Chief Administrative Officer,
Penny W. Stamps School of Art and Design
University of Michigan
Room 2000A, Art and Architecture Bldg,
2000 Bonisteel Blvd.,
Ann Arbor, MI 48109-2069
Ph: (734) 647-8970
Fax: (734) 647-8998
Email: mkumar@umich.edu"
INC1062687,Computer not turning on,"Good afternoon Noah, I'm glad that I was able to assist you with booting up your computer. It would appear that we needed to remove and reinstall the battery to get it out of its unresponsive state.

I wanted to thank you for your patience, and to let you know that If you ever happen to have any questions or concerns please don't hesitate to give us a call.

Sincerely,
Robyn Forster
ITS Service Center
734-764-4357",Noah called in to report that his MiWS laptop was not turning on.
INC1048055,MWS Refresh Deployment - UHS - For User kburcrof,"Deployed new computer, keyboard and mouse. Updated in Samwise. Updated CI information for both old and new machines.

Keith Bradley - Neighborhood IT","Please update the caller information for this ticket to the user or managing user of the machine being refreshed.
Please also update the location to the actual area of the deployment. This is for tracking purposes.

Please complete refresh activities for the following user and machine as instructed in your unit.
Username: Burcroff, Kathy  (kburcrof)
Old Serial Number: 7HHV5V1
New Serial Number: 2UA7042181

Please update this ticket with any extras received, deployed, or removed along with the machine. (i.e. monitors, docks, peripherals)

Once new hardware is in place, complete the Day One checklist in Samwise: https://miwsapps.miserver.it.umich.edu/samwise/

Once complete, update Service Link records for both new and old hardware and close this ticket."
INC1048054,MWS Refresh Deployment - UHS - For User kburcrof,"Deployed new machine, keyboard and mouse. Connected 2 external displays. Updated in SAMwise. Updated CI information for both old and new machines.

Keith Bradley - Neighborhood IT","Please update the caller information for this ticket to the user or managing user of the machine being refreshed.
Please also update the location to the actual area of the deployment. This is for tracking purposes.

Please complete refresh activities for the following user and machine as instructed in your unit.
Username: Burcroff, Kathy  (kburcrof)
Old Serial Number: 58WBKS1
New Serial Number: 2UA704217S

Please update this ticket with any extras received, deployed, or removed along with the machine. (i.e. monitors, docks, peripherals)

Once new hardware is in place, complete the Day One checklist in Samwise: https://miwsapps.miserver.it.umich.edu/samwise/

Once complete, update Service Link records for both new and old hardware and close this ticket."
INC1061380,"DISPO - [5/30] Macbook1,1 - Send to Property Disposition",This was picked up.,"Depot,

Please pick up an old black Macbook 1,1 from Arbor Lakes 1 - 1600, and deliver to Property Disposition, shortcode 193576.

Thanks!

--Ryan"
INC1061915,DISPO - [5/30] Hardware to Property Disposition,This was picked up.,"Hi Depot,

Please pickup workstation 2UA2260H9Z (MIWS0006146) from 1600 ALB1 for property disposition.
Short Code: 273086

Thanks!
Alex"
INC1047806,Stolen computer ,"Jamie,

Thank you for contacting the ITS Service Center.  We have successfully setup your replacement laptop, hand installed software and retrieved loaner laptop.

Regards,
Holly Taylor-Stebbins
MIWorkspace NIT Central 5
","My backpack was stolen last night. With my computer, wireless keyboard, hdmi. From my driveway-ypsilanti township. The Sheriffs department has been notified.

How do I proceed?



Thank You,

Jamie Krake
Systems Support 
Michigan Dining
734-763-2008"
INC1054987,System names 4HELP-VTS1 may need updates to address MS17-010 (WannaCry),"Hi Kevin,

I am losing this ticket.  I hope you have a nice day.

Greg","Hi - I'm initially assigning this to NIT North 1 since this system appears to be on a subnet for which neighborhood.it.north.1@umich.edu is the ""network admin"" contact.

There's a system named ""4HELP-VTS1"" that is being detected by Nessus as still needing the MS17-010 updates from Microsoft. This means that it could be compromised by a remote attacker using the ""EternalBlue"" exploit that was used by the recent WannaCry ransomware outbreak. During our scan on Thursday, the system was using IP address 141.213.150.102. The VLAN description is ""ITS Arbor Lakes IS staff network"". Netdisco shows the MAC address as 00:15:5d:85:01:03 (Microsoft) and it appears to be connected to a switch on the 2nd floor of AL 1.

Someone should locate the device and identify who is able to get Windows updates applied so that the system will no longer be vulnerable to exploitation of the MS17-010 vulnerabilities.

Please let me know if there are any questions.

-Kevin"
INC1060252,new Macbook order,Dr. Scott stopped by the IT office earlier today to pickup. -MG,"I need to order another MacBook for the Scott lab, exactly the same specs as the ones ordered in the last couple of weeks, charged to the same shortcode, and set up in exactly the same manner.  How soon might we be able to expect delivery?

Cheers,
Emily

--
Emily Scott, Ph.D.
Professor
Medicinal Chemistry/Pharmacology/Biophysics
University of Michigan
428 Church Street
Ann Arbor, MI 48109-1065
Phone:  734-764-3530
https://pharmacy.umich.edu/people/scottee
Lab webpage:  http://scottlab.info


**********************************************************
Electronic Mail is not secure, may not be read every day, and should not be used for urgent or sensitive issues"
INC1062091,HP laptop won't start MIWS0019385,"Julia,

Let me know if this happens again!


Leslie Arena
Central Campus 5 Neighborhood IT 
larena@umich.edu 
",HP laptop won't start MIWS0019385. 
