number,short_description,close_notes,description
INC0892175,Miworkspace Software Request ( Adobe Acrobat Professional 9.0 ),"Hello Debra,

We pushed Adobe Acrobat Professional 9 to your machine, once you leave your machine on but logged off (I recommend doing this when you head home for the day), it should get installed on your machine. On Phils machine it did not prompt us for a serial key so I don't think it will for you either, but we do have the serial on file so if it starts asking for it or if something else happens just give us a call or reply to this e-mail and we'll get it taken care of.

Regards,
Dmitri L.","Need Adobe Acrobat Professional 9.0 (Dolby 9.0) installed on my desk top computer.  Contact Eric Kolb 3-9106 regarding license details - Contact user by Email
Requester Name: (If not same as caller)
Date Needed: asap
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-2UA20904V2
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Adobe Acrobat Professional 
Software Version: (If any) 9.0 "
INC0892166,Request to install Adobe Acrobat Professional,"Hello Phil,

We pushed Adobe Acrobat Professional 9 to your machine and confirmed you were able to open and run it. It did not prompt us for a serial key but seems to be working properly anyways. We do have the serial on file so if it starts asking for it or if something else happens just give us a call or reply to this e-mail and we'll get it taken care of.

Regards,
Dmitri L.","Need Adobe Acrobat Professional 9.0 (Dolby 9.0) installed on my desk top computer.  Contact Eric Kolb 3-9106 regarding license details - Contact user by Email
Requester Name: (If not same as caller)
Date Needed: asap
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-2UA20904V0
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Adobe Acrobat Professional 
Software Version: (If any) 9.0 "
INC0891889,Miworkspace Software Request (Crystal Reports),"Hello Andrea,

We have deployed the requested software to your computer. It may take some time before it's ready to install, and it can't install when you're logged in.  If you leave your desk for lunch or at the end of the day, please logout of your computer and leave it sitting at the login screen, connected to a powersource.  The software will install while you're gone.  Please let us know if you have any trouble or have any questions.

Regards,
Dmitri L.","Requester Name: (If not same as caller)
Date Needed: asap
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-5CG5242S50
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Crystal Reports Designer
Software Version: (If any) latest"
INC0885630,Miworkspace Software Request (Oracle Database Client),"Hello John,

I received approval for installing the oracle db client on Carries machine but it looks like it has already been deployed to it. If it is not on her machine then she may just need to log out and let her machine run updates. Please let me know if it is not/does not install on her machine or if there is anything else I can assist with.

Regards,
Dmitri L.","Could you please install/push the Oracle client on Carrie Brazine's (Cbrazine) machine? We need the Oracle ODBC driver in order to be able to connect to the warehouse through the SAS/Access ODBC connectors. I believe both Merle Feldbaum and Maia Bergman had the same Oracle client pushed and that worked well. 

Thank you,
John - Contact user by Email

Requester Name: (If not same as caller) John Gonzalez
Software recipient's uniqname (if different than requester): Carrie Brezine - cbrezine
Date Needed: ASAP
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-5CD6388RPM
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Oracle Database Client
Software Version: (If any) latest"
INC0886521,Miworkspace Software Request (EndNote),"Laura,

As you know, I installed and updated EndNote on your machine.

If you should require assistance in the future, feel free to reach out to us.

-Lochlan",Customer had endnote on his old laptop but the new one he was given no longer has it. He would like endnote to be installed on his new machine.
INC0881722,Miworkspace Software Request: Perpetual Adobe Acrobat DC License  for Pam Wilson (wilsonps),"Anytime, Chauna! 

Pam is all set. I downloaded the entire folder and re-ran the executable. License updated. 

Matt Dodak
NIT Central Campus 5","Requester Name: Feliziana Meyer for Pam Wilson (wilsonps)
Date Needed: As Soon As Possible
Department Name:  International Center
Computer Name: M-2UA32004CC for ""wilsonps""
Location of Machine: SAB
Full Name of Software: Perpetual Adobe Acrobat DC License 
Software Version: Perpetual Adobe Acrobat DC License

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0872697,URGENT: Miworkspace Software Request Adobe Acrobat Pro,"Deb, I'm sorry I couldn't magically turn this into an editable Word document.  If you start with a Word document and not a scan, I expect CutePDF Pro will do what you were hoping to do with this record.  In the meantime, an email to lic.its@umich.edu should help clear up what is going on with the Adobe license.
 
Amy

~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~
Amy Beth Hamermesh, Desktop Support
ITS Shared Services MiWorkspace � Neighborhood IT
0170i Health Service  � and � 1071 Palmer Drive Commons
Phone: (734) 763-4176 � and � (734)936-2596   
amybeth@umich.edu       �       http://its.umich.edu/help/
~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~","Date Needed: 10/20/2016
Department Name: NROTC
Computer Name: M-2UA45216DL
Full Name of Software (including company name if known): Adobe Acrobat Pro
Software Version: Newest"
INC0872325,Miworkspace Software Request: Adobe Acrobat Pro,"Denise is all set. Acrobat Pro was not part of the OEM catalog so I hand installed last Friday. I confirmed the installation this morning. I removed Acrobat Pro XI from Denise's old workstation last Friday -- no new license needed.

Matt Dodak
NIT Central Campus 5","Requester Name: Denise Newton
Date Needed: Unknown
Department Name:  OEM
Computer Name: M-5CG63512H5
Location of Machine: SAB
Full Name of Software: Adobe Acrobat Pro


FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0873159,Miworkspace Software Request (CEBS Practice Exam - GBA 1),Installed the practice exam software. was able to open it once it was installed.,"Date Needed: ASAP
Computer Name: M-5CG5252GKT
Full Name of Software (including company name if known): CEBS Practice Exam - GBA 1 (International foundation of employee benefit plans training material)
Software Version: (If any) has disk

Contact: 615-0938"
INC0867897,Miworkspace Software Request (Sublime Text),"Hello Nancy,

I am closing this ticket as we have not heard from you in a while. If you would still like Sublime Text installed, please provide me with your machines name (this can be found on the top of the menu in the MIWS helper app found in the tray on your taskbar), and which version do you need (v2/v3 and do you need a specific build or just the latest). 

Regards,
Dmitri L.","Hi,

I would like to install Sublime Text software and I could not see it on
Miworkspace

Thanks
Nancy"
INC0869276,Miworkspace Software Request (Add Title(s)),"LisaAnn, I installed QuickTime on the conference room machines.","Requester Name: LisaAnn Throne
Date Needed: As Soon As Possible
Department Name:  University Human Resources
Unit:  (If not same as caller)
Computer Name: MIWS0013802
Location of Machine: 2049 - ADMINISTRATIVE SERVICES
Full Name of Software (including company name if known): Quicktime Media Player
Software Version:most current"
INC0869274,Miworkspace Software Request (QuickTime Media Player),"LisaAnn, I installed QuickTime on the conference room machines.","Requester Name: LisaAnn Throne
Date Needed: As Soon As Possible
Department Name:  University Human Resources
Unit:  (If not same as caller)
Computer Name: MIWS0013801
Location of Machine: 2045 - ADMINISTRATIVE SERVICES
Full Name of Software (including company name if known): Quicktime Media Player
Software Version:most current"
INC0863436,"SOFTWARE INSTALL - ULib, MARCedit ","Installed MarcEdit
also installed OpenRefine per Rick's request","Requester Name: Richard Adler
Date Needed: Unknown
Department Name:  ULIB
Computer Name: M-C02RT15HFVH6
Location of Machine:  301 Hatcher North
Full Name of Software:  MARCedit - Here are the installation instructions for it: http://marcedit.reeset.net/marcedit-mac-installation-instructions



FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0860988,Miworkspace Software Request Adobe Photoshop,"Hello Mary,

I heard back from your departments software approver and unfortunately your request for photoshop to be installed was denied by them. If you have any additional questions or need further assistance, please call us at (734) 764-4357 or start a chat with us at https://chatsupport.it.umich.edu/.

Regards,
Dmitri L.","Date Needed: ASAP
Computer Name: M-C02K6AJ2DNCT
Full Name of Software (including company name if known): Adobe Photoshop
Software Version: Most Recent
"
INC0856740,Miworkspace Software Request (DartFish),"Joshua,

The free version of Dartfish 9 is now installed on your computer.  Please let us know if you have any further questions.

Rachel Lomax
ITS Service Center
University of Michigan�����������
734-764-HELP (734-764-4357)
4help@umich.edu","Wants to install free Trial of Dartfish 9.
Freeware does not require approval for athletics department."
INC0852892,Miworkspace Software Request (video scribe),"Hello Chareneh,

We connected to your machine and installed Video Scribe as requested. If you have any additional questions or need further assistance, please call us at (734) 764-4357 or start a chat with us at https://chatsupport.it.umich.edu/.

Regards,
Dmitri L.","Date Needed: ASAP
Computer Name: M-5CG6096S8T
Full Name of Software (including company name if known): Video Scribe & Tawe - Sparkol Limited
Software Version: latest"
INC0843749,Miworkspace Software Request: VISIO ,"Hi Danielle.

I have pushed the software to your machine. In order for it to install, you will need to log out and leave your machine at the control-alt-delete screen for a bit. The best scenario is to restart and lleave it there.

Please let me know the Visio is working..

Thank you,

jennifer",I need to have visio installed. OSEH has a license available. - Contact user by Email
INC0847349,Miworkspace Software Request (Titanium),"Hello Sarah,

Your colleague is correct there is not a Mac version for the software, but we may be able to set up remote access to it for you. If you like I can send this request up to your neighborhood IT to see if we can work something out for you. Please let me know and i'll send this request up.

Regards,
Dmitri L.","Requester Name: Sarah Cissell
Date Needed: As soon as possible
Computer Name:
Full Name of Software (including company name if known): Titanium
Software Version: Latest"
INC0844325,Miworkspace Software Request: Box Sync ,"Mary Delano requested ITS to install ""Box Sync"" to your machine. This will allow documents on your machine to sync with the cloud Box account. Mary has it on her machine and she thought it would be good for you to have it as well.

It may take some time before ""Box Sync"" is ready to install, and it can't install when you're logged in.  If you leave your desk for lunch or at the end of the day, please logout of your computer and leave it sitting at the login screen, connected to a powersource.  The software will install while you're gone.  Please let us know if you have any trouble.  ","Requester Name: Mary Delano (mdelano)
"
INC0844310,Miworkspace Software Request: Box Sync,"Per Mary Delano, she requested ITS to install ""Box Sync"" to your machine. This will allow documents on your machine to sync with the cloud Box account. Mary has it on her machine and she thought it would be good for you to have it as well.

It may take some time before ""Box Sync"" is ready to install, and it can't install when you're logged in.  If you leave your desk for lunch or at the end of the day, please logout of your computer and leave it sitting at the login screen, connected to a powersource.  The software will install while you're gone.  Please let us know if you have any trouble.  ",Requester Name: Mary Delano (mdelano)
INC0843644,Miworkspace Software Request Mathematica,"Jacob,
I'm glad we could get this installed on your machine. Please let me know if there is anything else we can do for you! Have a wonderful day!","Date Needed: Asap
Computer Name: m-c02rt2p4fvh

His unit is part of ITAM. Installed through Izzy. "
INC0840005,Miworkspace Software Request Adobe ,"Hi Josh,
I stopped by your desk and hand installed the Adobe for you. You are now all set and if you need anything further, please let me know.
Jennifer","Date Needed: Asap
Department Name:  AEC
Computer Name: M-5CG4525XJK
Location of Machine: FSB Building B
Full Name of Software (including company name if known): Adobe Creative Suite
Software Version: Recent"
INC0836838,Miworkspace Software Request (Add Title(s)),"Dan,

Decipher Tools is now installed on your computer.  Please let us know if you have any other questions.

Rachel Lomax
ITS Service Center
University of Michigan�����������
734-764-HELP (734-764-4357)
4help@umich.edu","Requester Name: (If not same as caller)
Date Needed: As soon as possibe
Department Name:  (If not same as caller) 
Unit:  (If not same as caller)
Computer Name: 
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Decipher Tools - retrieve text messages from iphone
Contact: 7631426
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0832827,"Miworkspace Software Request: R Studio Software, Open Source",R and R studio are now installed.,"Requester Name: (If not same as caller)
Date Needed: Today or Monday 

Computer Name:M-8CG5110BLH
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): R Studio Software, Open Source
Software Version: (If any)
734-647-4553"
INC0831723,Miworkspace Software Request: Affixa ,"""Affixa"" downloaded successfully from web.","Requester Name: Brittany May
Date Needed: Today
Department Name:  SSW
Computer Name: M-2UA43217Q8
Location of Machine: SSW
Full Name of Software: Affixa (Free Trial)


FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0827813,Miworkspace Software Request (RET Screen),"Hello David,

After getting approval for installing RETScreen software on your machine, we shadowed you and installed it s requested. If you have any additional questions or need further assistance, please call us at (734) 764-4357 or start a chat with us at https://chatsupport.it.umich.edu/.

Regards,
Dmitri L.","Date Needed: as soon as possible
Computer Name: 	M-CNU422B9P1
Full Name of Software (including company name if known):RETScreen by nrcan
Software Version: (If any)

Phone: 77255"
INC0825828,Miworkspace Software Request: ImageMagick,Installed ImageMagick on Andy's machine. All looks to be running as intended.,"Requester Name: Andrew Grogan-Kaylor
Date Needed: Unknown
Department Name:  SSW
Computer Name: M-2UA6191GJQ
Location of Machine: 3847 - SCHOOL OF SOCIAL WORK BUILDING
Full Name of Software: ImageMagick (http://www.imagemagick.org/script/index.php)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0824337,Miworkspace Software Request: Visio ,software installed,"Requesting Visio be installed on her assigned computer.
Date Needed: 9/1/16
Computer Name: M-CNU351BC4T
Full Name of Software (including company name if known): Microsoft Visio Professional 2016
Cell number: 678-4583
"
INC0825136,Miworkspace Software Request Adobe In design,"Hi Sue,

It was a pleasure to help you with your request. If you need any further assistance, please do not hesitate to contact 4help.
Have a great day

Jessie Miller
NIT","Requester Name: (If not same as caller) sue marsh
Date Needed:  6/2/2016
Department Name:  (If not same as caller) Kinesiology
Unit:  (If not same as caller)
Computer Name: 
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any) Adobe In design

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0825937,Miworkspace Software Request Photo Mechanic,Licensing details are found at www.itcs.umich.edu/sw-info,"Date Needed: As soon as possible
Department Name:  Publications
Unit: PUB
Computer Name: MIWS0016179; MIWS0016180
Location of Machine: 2130 - LIPSEY STANFORD STUDENT PUBLICATIONS BUILDING
Full Name of Software (including company name if known):
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names: 
Uniqnames: 
Computer Names: MIWS0016179; MIWS0016180"
INC0823280,Miworkspace Software Request (Prism),"Prism installed.
Verified launch.","Requester Name: (If not same as caller)
Date Needed: As soon as possible
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-515HLM1
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Prism
Software Version: most recent"
INC0802789,Miworkspace Software Request (TechSmith | Camtasia - Trial),"Kim has reported that Camtasia has been installed and she is able to start a project using software.  All set.
(No need to respond, in doing so will reopen ticket.)

     -=- Jim j. Zemina  (aka - Dr. Z)   \   NIT - South 1   ","Date Needed: As soon as possible
Computer Name :M-CNU344B8ZK
Full Name of Software (including company name if known): Camtasia - TechSmith
Software Version: latest
contact: 30643"
INC0810356,Miworkspace Software Request Filezilla,"Hi Chris -  Received confirmation from Sabrina and Sue this Thr., 25-Aug-16 that they both have Filezilla on their computers.  Resolving software request.
(No need to respond, in doing so will reopen ticket.)

     -=- Jimmy j. Zemina  (aka - Dr. Z)   \   NIT - South 1   \   tel: 734.647.3772","Chris is part of risk management requesting Filezilla software for employees and an unassigned laptop (MIWS0016930 located in drawer of room 106 ARGUS BUILDING II)
Location of Machines: Rooms 101 (sthaneda), 102(sissy), and 106 (unassigned laptop).


FOR MULTIPLE USER INSTALLS ONLY 
Employee Names: Sushama Thanedar, Sabrina Runyon
Uniqnames: sthaneda, sissy
Computer Names: M-CNU3469GLH (MIWS0006248), M-2UA4021DWR (MIWS0006711), MIWS0016930

Chris can be reached at: 734-764-6384"
INC0819931,Miworkspace Software Request: Adobe InDesign ,"We have deployed ""Adobe InDesign CS6"" to your computer. It may take some time before it's ready to install, and it can't install when you're logged in.  If you leave your desk for lunch or at the end of the day, please logout of your computer and leave it sitting at the login screen, connected to a powersource.  The software will install while you're gone.  Please let us know if you have any trouble.","Requester Name: Elizabeth Carron
Date Needed: Unknown
Department Name:  Bentley
Computer Name: M-5CG5242S4C
Location of Machine: Bentley
Full Name of Software:  Adobe InDesign  


FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0816022,Miworkspace Software Request Photoshop,"After getting approval and a license for you for photoshop, we installed creative cloud and confirmed you were able to get photoshop installed on your machine.  If you have any additional questions or need further assistance, please call us at (734) 764-4357 or start a chat with is at https://chatsupport.it.umich.edu/.

Regards,
Dmitri L.","Requester Name: Vanessa Criste [ vcriste ]
Date Needed: ASAP
Department Name:  Graduate School Administration
Unit:  RACK
Computer Name: M-BJB8XR1
Location of Machine: 1120F Rackham
Full Name of Software (including company name if known): Adobe Photoshop
Software Version: (If any) latest
Contact: 647-2653"
INC0816830,Miworkspace Software Request:   Adobe Illustrator,"
Andrew,

Software Installed, License Key applied.

Jon Hall 
ITS N. Campus","Requester Name: Andrew Wollner
Date Needed: Unknown
Department Name:  SMTD
Computer Name: M-2UA6070LS1
Location of Machine: Moore Bldg
Full Name of Software: Adobe Illustrator

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0809728,Miworkspace Software Request Dragon,"The software was installed, however, the license key for it is not available. Based on our conversation I will close this ticket. Please let me know if I can be of additional assistance.","ID# MIWS0015811 for Michelle Bubnik needs to have Dragon software loaded onto her computer due medical necessity/condition. The director, Todd Favorite has requested this be completed as soon as possible. Michelle has availability this afternoon and some flexibility tomorrow.  - Contact user by Email


Requester Name: Michelle Bubnik (mgbubnik)
Date Needed: Asap
Computer Name: M-2UA6031LBP
Full Name of Software (including company name if known): Dragon NaturallySpeaking
Software Version: Most recent
"
INC0810519,Miworkspace Software Request Pipeline,"After doing a remote session, I was able to use my admin credentials to install this software onto your machine. Your department doesn't need approval for freeware. If you have any other questions or issues, please contact us back at 4HELP. Have a wonderful day!",Simeone wants to get Pipeline installed on his machine.
INC0804845,Miworkspace Software Request: Internet Explorer for MAC ,"That's good news! If you need any further help, we will be here for you.","Requester Name: Deborah Schilz
Date Needed: Unknown
Department Name:  VP for Government Relations
Unit:  Fleming
Computer Name: M-QP1150S1DNM
Location of Machine: 6th Floor- Fleming
Full Name of Software (including company name if known): Internet Explorer
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0802675,iTunes requesting admin credentials.,"Hi Sandra,

I'm glad we got the iTunes thing worked out for you. If you need anything else, let us know.

Thank you,",
INC0801757,Miworkspace Software Request (Add Title(s)),"Hey there Raja, SQL Developer should now be installed on your computer. You may need to logout/reboot your computer before it will show up. Let me know if it is not showing up as installed.","Requester Name: (If not same as caller)
Date Needed: asap
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-CNU4339HWZ
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): SQL Developer
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0794254,Miworkspace Software Request: XML Notepad,"We have deployed ""XLM Notepad 2007"" to your computer. It may take some time before it's ready to install, and it can't install when you're logged in.  If you leave your desk for lunch or at the end of the day, please logout of your computer and leave it sitting at the login screen, connected to a powersource.  The software will install while you're gone.  Please let us know if you have any trouble.","Requester Name: Marian Groce
Date Needed: Unknown
Department Name:  ITS
Computer Name: M-CNU344B4QS
Location of Machine: 3028 ASB
Full Name of Software:: XML Notepad


FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0793298,Miworkspace Software Request - Dragon Medical ,"Per your email conversation with Beth Speer, this will be completed as a part of the larger UHS project.

Keith Bradley - Neighborhood IT","Amelita took a training and received an email that she needs to have Dragon Medical 360 (not further information on program name or publisher) installed.  She currently has an older version of Dragon (non-medical) that will also need to be uninstalled first.
Computer Name: M-2UA3410XTF
Full Name of Software (including company name if known): Dragon Speak Medical/Dragon Medical 360

*Upon installation she would like more information on whether she will have access to this on multiple computers.

Phone: 734-615-7471"
INC0792377,Miworkspace Software Request (Dragon NaturallySpeaking),"We assisted with installing your personally licensed version of Dragon NaturallySpeaking and confirmed it was properly functioning. If you have any additional questions or need further assistance, please call us at (734) 764-4357.

Regards,
Dmitri L.","Date Needed: ASAP
Computer Name: M-FC8R7J1
Full Name of Software (including company name if known): Dragon NaturallySpeaking 13 by nuance
Software Version: (If any) 13"
INC0788136,Miworkspace Software Request (Wrike)),"Hello Gretchen,

Unfortunately the Wrike app you were looking to install is google business accounts app that would have to be installed for the entire umich domain, which would mean it would be enabled for everyone with a umich google account and would pose significant licensing issues. Sadly without the google integration we came to the conclusion that Wrike will most likely not be a viable solution. As we discussed on the phone, an e-mail/ticketing system such as ServiceNow (which is what we use) may work for your situation. Some more information on ServiceNow can be found on their site at http://www.servicenow.com/products/servicenow-platform.html . If you have any additional questions or need further assistance, please call us at (734) 764-4357.

Regards,
Dmitri L.","Date Needed: As soon as possible
Computer Name: M-CNU3329Q1G (win 7 machine)
Full Name of Software (including company name if known): Wrike - https://www.wrike.com
Software Version: (If any) latest"
INC0786998,Miworkspace Software Request: Olympus,Used Admin account to allow user to install software,"Requester Name: Lora Cirhigiri
Date Needed: Unknown
Department Name:  SNRE
Computer Name: MIWS0017140
Location of Machine: SNRE
Full Name of Software (including company name if known): Olympus (has disc)


FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0787205,Miworkspace Software Request Perceptive Content,"Steve,
After speaking with Leslie and Kathy from NIT, I was informed that Mac's don't have a standalone software for them and they have to use the web version at https://imaging.umich.edu/webnow/. 

If you have any other questions or issues, please contact us back at 4HELP. Have a wonderful day!",Needs Perceptive Content pushed to his machine. 
INC0777714,Miworkspace Software Request: ArcGis 10.4 ,"*** Hello Sucila, I was able to get the software installed last week, somehow I missed closing the ticket then.  Thank you, -Dan ***","Requester Name: (If not same as caller)
Date Needed: 
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name:
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0779428,Miworkspace Software Request Microsoft Office 2016,"Excellent!  I'll close this ticket now.  If you have any problems with Office 2016, please submit them in a new ticket.  No need to reply to this.","Date Needed: As soon as possible
Department Name:  UHR
Computer Name: M-5CG54420JW
Full Name of Software (including company name if known): Microsoft Office 2016
Software Version: 2016

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


I would like to beta test Office 2016 prior to its roll-out. Can you please
install it on my MiWorkspace laptop?


---------- Forwarded message ----------
From: Denise Stegall <dstegall@umich.edu>
Date: Wed, Jul 13, 2016 at 10:45 AM
Subject: Office 2016
To: Kris Crawford <slimkris@umich.edu>, UHR-Information Services Staff <
UHR-InformationServicesStaff@umich.edu>, Kevin Boyd <kboyd@umich.edu>


Hi
If you want to beta test Office 2016 prior to its roll-out, please submit a
help desk ticket to have it installed on your regular or test machine (if
you have a test machine).

Denise

*""on the essentials, unity; on the non-essentials, freedom; in everything,
love.""*

Denise Stegall
Senior Director HR Records & Info Svcs
University of Michigan
3003 S. State Street 4030
Ann Arbor, MI 48109
*dstegall@umich.edu <dstegall@umich.edu>*
(734)763-5138"
INC0784522,Miworkspace Software Request: VMWare Horizon Client,"As you are already aware...""VMWare"" has been denied.","Requester Name: Justin Quinn
Date Needed: ASAP
Department Name:  F&O OSEH
Computer Name: M-2UA60212FY
Location of Machine: : CSSB
Full Name of Software: VMWare Horizon Client


FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0770907,Miworkspace Software Request Skype,"During a remote session, we deciphered that we were trying to open the APP version of Skype and not the desktop version. When we got into the session, we opened the desktop version and you were able to log in successfully. Pinned Skype to taskbar and start menu for easier access. If you have any more questions or issues, please contact us back at 4HELP. Have a wonderful day!","Hello,

I need to have Skype loaded on to my Surface. I have tried to do so myself,
but it says I lack the administrative access. Please let em know if I need
to do anything related to this request.

Thanks,
Katie



Date Needed: Asap
Unit: SSW
Computer Name: 
Full Name of Software (including company name if known): Skype
Software Version: Most recent
"
INC0776577,Miworkspace Software Request Google Earth,"It seemed as if you already had Google Earth installed. To find it, you can click on the magnifying glass and start to type Google or Earth and it'll auto populate, click to open! If you have any more questions or issues, please contact us back at 4HELP. Have a wonderful day!","Requester Name: Merle Rosenzweig
Date Needed: As soon as possible
Department Name:  University Libraries
Computer Name: M-QP02006CB9S
Full Name of Software (including company name if known): Google Earth
Software Version: Most recent
"
INC0775122,Miworkspace Software Request (Visio),"No problem at all! As long as she has access! Please let me know if you need anything else. 

Have a great weekend!

Shannon","Requester Name: Shelly Smitowski - Request for install on Julie Doman (domanj)
Date Needed: As soon as possible
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-2UA2360L38
Location of Machine: 2005 - Wolverine Tower
Full Name of Software (including company name if known): Visio
Software Version: (If any)"
INC0775306,Miworkspace Software Request (Carelink Eye Pro),Approval is not needed. Was able to remote into Jenna's computer and install software.,"Requester Name: (If not same as caller)
Date Needed: As soon as possible
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name:
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):Carelink Eye Pro
Software Version: (If any)"
INC0771557,Miworkspace Software Request (Behavior Search V1-01 for Windows),We uninstalled BehaviorSearch and all instances of NetLogo including the program files. The uninstall wizard was not doing it correctly. We then installed the correct version of NetLogo and then as a sub folder the correct version of Behavior Search. Customer confirmed success. ,"Requester Name: (If not same as caller)
Date Needed: ASAP
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-2UA3180TVJ
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Behavior Search V1-01 for Windows
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0767547,Miworkspace Software Request Corel VideoStudio Pro X9,"
Ok, let me know if you need anything else.

Michael Emery
NIT Central 3","Original Email
Please install Corel VideoStudio Pro X9 for Windows. Thanks, Cory - Contact user by Email

Date Needed: As soon as possible
Computer Name: M-5CG51400VV
Full Name of Software (including company name if known): Corel VideoStudio Pro X9
Software Version: Most recent"
INC0765763,Miworkspace Software Request Handbrake,I was able to add the software title that was requested. ,"Just wanting to install Handbrake on this workstation in the Dance Building so that I can rip files off of some DVDs. The files are our recorded materials - no permissions issues.
Computer Name: M-C02QG21BFVH8
Full Name of Software (including company name if known): Handbrake
"
INC0759296,Miworkspace Software Request Skype,"I remoted to the SSC Check-out Laptop #1 and installed Skype.  Lyn confirmed software was able to launch.  All set.

     -=- Jimmy j. Zemina  (aka - Dr. Z)   \   NIT - South 1   \   tel: 734.647.3772","Requester Name: Linda Fyfe
Date Needed: Soon
Department Name:  Shared Services Center
Unit:  (If not same as caller)
Computer Name: M-CNU421CF3N
Location of Machine: In office
Full Name of Software (including company name if known):  Skype
Software Version: 7.24
"
INC0741713,Miworkspace Software Request (iTunes),"Perfect. I'm glad you were able to get this taken care of! If you have any more questions or issues, please contact us back at 4HELP. Have a wonderful day!","Can you please give me the latest version of iTunes? I need it in order to get my data from iTunes into my new phone. Thanks. - Contact user by Email

Date Needed: As soon as possible
Computer Name: M-CNU3269PH3
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): iTunes
Software Version: most recent

"
INC0725292,Miworkspace Software Request: Panopto ,"I was able to help Melissa get the software installed. It was a simple process just requiring admin access one time. The program appears to be working!

-Brett","Requester Name: Melissa Levine
Date Needed: Unknown
Department Name:  Copyright
Unit:  Ulib
Computer Name: Has an Acer Laptop and iMac (Wants it on both if possible)
Location of Machine: 4190A Shapiro
Full Name of Software: Panopto 
Software Version: https://www.panopto.com/panopto-for-education/ (Hopkins provided a link to download the software)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
